dataset,spec,algorithm,seed,MAE,RMSE,MMRE,MdMRE,PRED25,SA
COCOMO81,loglog,SVR,51,548.9967235433804,1184.6472961395848,1.1684381125411607,0.6944478349260725,21.666666666666664,61.09810614467367
NASA93,raw,LR,42,438.02325191896,676.8248178142488,2.7255783465494337,0.9070226999968909,24.88888888888889,50.842233756146996
NASA93,raw,LR,43,471.20581450477005,779.4007366054775,2.8299038669655023,1.440324253007881,25.77777777777778,43.99918409230289
NASA93,raw,LR,44,424.0597214894325,680.4773786730236,2.6956856109433884,1.0099868894757744,24.333333333333336,50.450658511015675
NASA93,raw,LR,45,438.6710766078395,686.3441439356075,2.818780364025553,1.195110099037064,25.555555555555554,48.278130939920416
NASA93,raw,LR,46,438.2802840777834,709.0404934977859,2.624934391733011,1.1826326977726955,23.666666666666664,47.72521169532897
NASA93,raw,LR,47,458.181541057092,744.2690054897337,2.581676119772631,0.8559302314466487,23.888888888888893,46.06477262593168
NASA93,raw,LR,48,449.8569445601426,731.7090359237978,2.720871881650821,0.7505165095154063,26.222222222222218,47.91649438538498
NASA93,raw,LR,49,433.8102079643912,656.3200947447988,2.794070309696078,0.9299345504476181,26.888888888888886,48.715656658842384
NASA93,raw,LR,50,462.9532713759548,745.096670150617,2.665614576278691,1.0946871022331475,21.333333333333332,44.071013238555565
NASA93,raw,LR,51,448.2025616845578,708.0177445083131,2.6435666454827733,0.9773566397337339,23.77777777777778,47.76643448192307
NASA93,raw,DT,42,438.184,720.7794139800721,1.6253247506251234,0.4891631025887045,32.55555555555556,52.54304249231743
NASA93,raw,DT,43,395.0006666666667,750.8583898728626,0.8924547871578323,0.4049046793953134,32.44444444444444,56.26739693629761
NASA93,raw,DT,44,415.7111111111111,752.7622807186099,0.9784331443100175,0.46933857590312567,33.44444444444444,54.25673685084577
NASA93,raw,DT,45,445.1108888888889,775.593313801792,1.5325218801301748,0.4326634401807644,36.44444444444444,50.62434316888135
NASA93,raw,DT,46,368.59155555555554,700.4778463846134,0.9278008873904773,0.42511402270669735,35.77777777777778,58.70234236583531
NASA93,raw,DT,47,481.1091111111111,964.7443697648025,1.159260574472293,0.47541516731598116,35.33333333333333,44.88902097202742
NASA93,raw,DT,48,437.7764444444444,849.0801958386015,1.5217150679563347,0.43807378493037774,36.55555555555556,52.05971999220394
NASA93,raw,DT,49,420.9996666666667,778.6872097666918,1.102448058343772,0.45190194232060793,33.99999999999999,52.551353594201885
NASA93,raw,DT,50,379.30933333333337,730.5990803228343,0.8388326004748304,0.42952024753823315,39.55555555555556,57.685693927624584
NASA93,raw,DT,51,364.94166666666666,671.5206787452942,0.8623444509737783,0.468768111649566,31.111111111111107,59.39130179684315
NASA93,raw,RF,42,331.0068188888889,618.5900010724393,1.4649910682212377,0.3641555966531737,40.66666666666667,61.33311350986975
NASA93,raw,RF,43,337.68496488888894,600.4071564144637,1.2197509343840347,0.3389394583532687,40.55555555555556,62.4787321989332
NASA93,raw,RF,44,301.77055666666666,557.7529107666072,1.1325197059009426,0.33699846092433317,38.888888888888886,65.59780300804722
NASA93,raw,RF,45,323.33760111111104,594.380940561064,1.4283977949374982,0.36313398333297975,41.55555555555556,63.46556946479991
NASA93,raw,RF,46,314.2803957777777,594.9121671051272,1.1030047808671068,0.3453082126638354,42.888888888888886,63.40631201319961
NASA93,raw,RF,47,354.82704866666666,646.6420915397891,1.2357922432810742,0.4046235602131234,44.666666666666664,58.105991254616846
NASA93,raw,RF,48,318.6690239999999,599.3829407190998,1.4449674186084531,0.2958050309771606,45.222222222222214,64.22898874324731
NASA93,raw,RF,49,337.3985944444444,584.521788633152,1.2048547215644974,0.32632916686719404,41.111111111111114,62.58438310861122
NASA93,raw,RF,50,295.11233,573.3950799980148,1.120076648073501,0.30673661378715056,51.88888888888889,65.19635784209753
NASA93,raw,RF,51,322.81455857142845,598.1409890927846,1.15594527573567,0.3827928798625296,38.88888888888889,63.06142176195323
NASA93,raw,KNN,42,457.18897777777784,767.1360499485729,1.4824599370641134,0.65705066278297,10.777777777777777,49.87943296378144
NASA93,raw,KNN,43,475.86166666666657,820.7804552350966,1.6677779763581277,0.7286440078783498,11.777777777777779,46.68876234691485
NASA93,raw,KNN,44,435.3656666666667,757.9220414862488,1.5192660707497418,0.6622672253921429,12.777777777777779,50.22047509142175
NASA93,raw,KNN,45,495.9734888888888,809.89356651061,1.6550840475803412,0.7766589547490632,10.666666666666668,44.052267259210105
